"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Florence + The Machine","Theodore","M","0","Smith","131.3171","free","Houston-The Woodlands-Sugar Land, TX","796","Kiss With A Fist","52"
"3 Doors Down","Lily","F","36","Koch","237.13914","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Here Without You","15"
"Jackson Browne","Lily","F","37","Koch","367.35955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Sky Blue And Black (LP Version)","15"
"Des'ree","Kaylee","F","1","Summers","246.30812","free","Phoenix-Mesa-Scottsdale, AZ","139","You Gotta Be","8"
"Mr Oizo","Kaylee","F","3","Summers","144.03873","free","Phoenix-Mesa-Scottsdale, AZ","139","Flat 55","8"
"Tamba Trio","Kaylee","F","4","Summers","177.18812","free","Phoenix-Mesa-Scottsdale, AZ","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","F","5","Summers","380.42077","free","Phoenix-Mesa-Scottsdale, AZ","139","Eriatarka","8"
"Infected Mushroom","Kaylee","F","6","Summers","440.2673","free","Phoenix-Mesa-Scottsdale, AZ","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","F","7","Summers","241.3971","free","Phoenix-Mesa-Scottsdale, AZ","139","Congratulations","8"
"Girl Talk","Kaylee","F","8","Summers","160.15628","free","Phoenix-Mesa-Scottsdale, AZ","139","Once again","8"
"Black Eyed Peas","Sylvie","F","0","Cruz","214.93506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","9","Pump It","10"
"Fall Out Boy","Ryan","M","1","Smith","200.72444","free","San Jose-Sunnyvale-Santa Clara, CA","169","Nobody Puts Baby In The Corner","26"
"M.I.A.","Ryan","M","2","Smith","233.7171","free","San Jose-Sunnyvale-Santa Clara, CA","169","Mango Pickle Down River (With The Wilcannia Mob)","26"
"Survivor","Jayden","M","0","Fox","245.36771","free","New Orleans-Metairie, LA","100","Eye Of The Tiger","101"
"Gustavo Cerati","Adler","M","1","Barrera","249.44281","free","New York-Newark-Jersey City, NY-NJ-PA","248","Uno Entre 1000","100"
"Limp Bizkit","Adler","M","2","Barrera","270.49751","free","New York-Newark-Jersey City, NY-NJ-PA","248","Behind Blue Eyes","100"
"Mikel Erentxun","Samuel","M","1","Gonzalez","178.83383","free","Houston-The Woodlands-Sugar Land, TX","252","Frases Mudas","61"
"The Gerbils","Martin","M","0","Johnson","27.01016","free","Minneapolis-St. Paul-Bloomington, MN-WI","250","(iii)","55"
"AFI","Martin","M","1","Johnson","190.45832","free","Minneapolis-St. Paul-Bloomington, MN-WI","250","Girl's Not Grey","55"
"Lhasa De Sela","Jordan","F","1","Hicks","256.10404","free","Salinas, CA","240","De cara a la pared","37"
"J.J. Cale","Jordan","F","2","Hicks","150.80444","free","Salinas, CA","240","Crazy Mama","37"
"Brian Eno","Jordan","F","3","Hicks","265.82159","free","Salinas, CA","240","An Ending (Ascent) (2005 Digital Remaster)","37"
"Hot Hot Heat","Jordan","F","4","Hicks","190.01424","free","Salinas, CA","240","Soldier In A Box (Album Version)","37"
"ATB","Ryan","M","0","Smith","209.26649","free","San Jose-Sunnyvale-Santa Clara, CA","278","You're Not Alone","26"
"Mt. St. Helens Vietnam Band","Ryan","M","1","Smith","253.6224","free","San Jose-Sunnyvale-Santa Clara, CA","278","A Year Or Two","26"
"Becky","Ryan","M","2","Smith","245.62893","free","San Jose-Sunnyvale-Santa Clara, CA","278","Kimi e","26"
"Franz Ferdinand","Ryan","M","3","Smith","254.69342","free","San Jose-Sunnyvale-Santa Clara, CA","278","This Fire","26"
"Creedence Clearwater Revival","Ryan","M","4","Smith","230.94812","free","San Jose-Sunnyvale-Santa Clara, CA","278","It's Just A Thought","26"
"Paul Stanley","Tegan","F","1","Levine","187.32363","free","Portland-South Portland, ME","279","Live To Win","80"
"Benga","Kevin","M","0","Arellano","314.64444","free","Harrisburg-Carlisle, PA","191","Pleasure","66"
"Basshunter","Kevin","M","1","Arellano","190.17098","free","Harrisburg-Carlisle, PA","191","Why","66"
"Kings Of Leon","Kevin","M","2","Arellano","231.81016","free","Harrisburg-Carlisle, PA","191","Use Somebody","66"
"Slim Dusty","Austin","M","0","Rosales","198.922","free","New York-Newark-Jersey City, NY-NJ-PA","300","Long Black Road","12"
"Dido","Celeste","F","0","Williams","235.57179","free","Klamath Falls, OR","215","I'm No Angel","53"
"Lifehouse","Celeste","F","1","Williams","195.47383","free","Klamath Falls, OR","215","You And Me (Wedding Version)","53"
"Gary U.S. Bonds","Celeste","F","2","Williams","243.25179","free","Klamath Falls, OR","215","Angelyne","53"
"Throw Me The Statue","Celeste","F","3","Williams","189.85751","free","Klamath Falls, OR","215","Noises","53"
"Steely Dan","Mohammad","M","0","Rodriguez","457.89995","free","Sacramento--Roseville--Arden-Arcade, CA","206","Deacon Blues","88"
"Arctic Monkeys","Ava","F","1","Robinson","191.26812","free","New Haven-Milford, CT","211","Old Yellow Bricks","50"
"Sade","Ava","F","2","Robinson","271.96036","free","New Haven-Milford, CT","211","Hang On To Your Love","50"
"Florence + The Machine","Bronson","M","0","Harris","219.66322","free","Eugene, OR","251","Dog Days Are Over (Radio Edit)","33"
"Vinnie Vincent Invasion","Sienna","F","0","Colon","303.12444","free","Las Cruces, NM","291","Ashes To Ashes (2003 Digital Remaster)","81"
"Hellogoodbye;Elliott Yamin","Evelin","F","3","Ayala","218.38322","free","Milwaukee-Waukesha-West Allis, WI","33","Here (In Your Arms) (Radio Edit)","34"
"Kanye West","Evelin","F","4","Ayala","311.92771","free","Milwaukee-Waukesha-West Allis, WI","33","Stronger","34"
"Interpol","Evelin","F","5","Ayala","247.66649","free","Milwaukee-Waukesha-West Allis, WI","33","Narc","34"
"Eminem","Evelin","F","6","Ayala","284.18567","free","Milwaukee-Waukesha-West Allis, WI","33","The Real Slim Shady","34"
"Carla Bruni","Avery","F","2","Watkins","163.02975","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Quelqu'un M'a Dit (Album Version)","30"
"Toby Keith","Avery","F","3","Watkins","192.31302","paid","San Jose-Sunnyvale-Santa Clara, CA","130","You Ain't Leavin' (Thank God Are Ya)","30"
"Dim Chris_ Thomas Gold","Jizelle","F","0","Benjamin","504.60689","free","Plymouth, IN","126","Self Control (Laurent Wolf & Anton Wick)","2"
"Blue Rodeo","Avery","F","4","Watkins","310.9873","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Hasn't Hit Me Yet","30"
"Evanescence","Lily","F","1","Burns","237.11302","free","New York-Newark-Jersey City, NY-NJ-PA","305","Bring Me To Life","32"
"BeyoncÃÂ©","Avery","F","5","Watkins","190.06649","paid","San Jose-Sunnyvale-Santa Clara, CA","130","I'd Rather Go Blind","30"
"Lupe Fiasco","Jizelle","F","1","Benjamin","262.89587","free","Plymouth, IN","126","Hurt Me Soul (Explicit Album Version)","2"
"Deadmau5","Lily","F","2","Burns","296.64608","free","New York-Newark-Jersey City, NY-NJ-PA","305","Moar Ghosts 'n' Stuff","32"
"Daft Punk","Avery","F","6","Watkins","295.13098","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Face To Face / Short Circuit","30"
"Jay-Jay Johanson","Jizelle","F","2","Benjamin","381.43955","free","Plymouth, IN","126","Tell Me When The Party's Over/Prequiem","2"
"Gigi D'agostino","Lily","F","3","Burns","241.73669","free","New York-Newark-Jersey City, NY-NJ-PA","305","Emotions","32"
"Great Lake Swimmers","Avery","F","7","Watkins","185.46893","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Falling Into the Sky","30"
"Linkin Park","Lily","F","4","Burns","175.38567","free","New York-Newark-Jersey City, NY-NJ-PA","305","Lying From You (Album Version)","32"
"the bird and the bee","Avery","F","8","Watkins","225.17506","paid","San Jose-Sunnyvale-Santa Clara, CA","130","My Love","30"
"Martine McCutcheon","Jizelle","F","3","Benjamin","185.05098","free","Plymouth, IN","126","The Lady Is A Tramp (From 'Babes In Arms')","2"
"Justin Bieber","Lily","F","5","Burns","191.55546","free","New York-Newark-Jersey City, NY-NJ-PA","305","Love Me","32"
"Leo GarcÃÂ­a","Katherine","F","0","Gay","160.91383","free","San Antonio-New Braunfels, TX","266","Nadie Salva","57"
"Matt Redman","Avery","F","9","Watkins","289.35791","paid","San Jose-Sunnyvale-Santa Clara, CA","130","You Never Let Go","30"
"Coldplay","Katherine","F","1","Gay","268.38159","free","San Antonio-New Braunfels, TX","266","Yellow","57"
"DHT Feat. EdmÃÂ©e","Avery","F","10","Watkins","229.98159","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Listen To Your Heart","30"
"Tarkan","Avery","F","11","Watkins","194.16771","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Simarik","30"
"The Rifles","Avery","F","12","Watkins","147.87873","paid","San Jose-Sunnyvale-Santa Clara, CA","130","For The Meantime","30"
"The Killers","Avery","F","13","Watkins","491.57179","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Human","30"
"J. Geils Band","Jizelle","F","5","Benjamin","224.44363","free","Plymouth, IN","126","Love Stinks","2"
"Shakira","Jizelle","F","6","Benjamin","148.1922","free","Plymouth, IN","126","Pienso En Ti","2"
"Radiohead","Avery","F","14","Watkins","231.91465","paid","San Jose-Sunnyvale-Santa Clara, CA","130","(Nice Dream)","30"
"Muse","Avery","F","15","Watkins","304.84853","paid","San Jose-Sunnyvale-Santa Clara, CA","130","Uprising","30"
"Spoon","Mohammad","M","0","Rodriguez","222.32771","free","Sacramento--Roseville--Arden-Arcade, CA","312","The Underdog (Album version)","88"
"Blind Pilot","Mohammad","M","1","Rodriguez","195.39546","free","Sacramento--Roseville--Arden-Arcade, CA","312","Things I Cannot Recall","88"
"Delirious?","Mohammad","M","2","Rodriguez","397.26975","free","Sacramento--Roseville--Arden-Arcade, CA","312","History Maker","88"
"Incubus","Kate","F","0","Harrell","237.06077","paid","Lansing-East Lansing, MI","293","Love Hurts","97"
"No Te Va Gustar","Kate","F","1","Harrell","162.95138","paid","Lansing-East Lansing, MI","293","No Llegas A MÃÂ­","97"
"Radiohead","Kate","F","2","Harrell","321.27955","paid","Lansing-East Lansing, MI","293","There_ There","97"
"Nas","Kate","F","3","Harrell","268.7473","paid","Lansing-East Lansing, MI","293","Black President","97"
"Samajona","Kate","F","4","Harrell","178.36363","paid","Lansing-East Lansing, MI","293","Shake Your Body","97"
"Chicane","Kate","F","5","Harrell","218.33098","paid","Lansing-East Lansing, MI","293","Love On The Run","97"
"Lupe Fiasco","Kate","F","6","Harrell","280.52853","paid","Lansing-East Lansing, MI","293","American Terrorist [feat. Matthew Santos] (Explicit Album Version)","97"
"Madonna","Kate","F","7","Harrell","260.75383","paid","Lansing-East Lansing, MI","293","Beautiful Stranger","97"
"Telex","Kate","F","8","Harrell","352.83546","paid","Lansing-East Lansing, MI","293","On The Road Again (Pigna People Remix)","97"
"Modest Mouse","Kate","F","9","Harrell","209.52771","paid","Lansing-East Lansing, MI","293","Float On","97"
"Cassandra Wilson","Ryan","M","0","Smith","283.0624","free","San Jose-Sunnyvale-Santa Clara, CA","322","Dust My Broom","26"
"Eminem / Dina Rae","Kate","F","10","Harrell","350.11873","paid","Lansing-East Lansing, MI","293","Superman","97"
"Eliza Doolittle","Ryan","M","1","Smith","200.30649","free","San Jose-Sunnyvale-Santa Clara, CA","322","Police Car","26"
"Vivian Green","Kate","F","11","Harrell","336.43057","paid","Lansing-East Lansing, MI","293","Love For Sale","97"
"Dean Martin","Kate","F","12","Harrell","185.83465","paid","Lansing-East Lansing, MI","293","Non Dimenticar","97"
"Skid Row","Kate","F","13","Harrell","218.64444","paid","Lansing-East Lansing, MI","293","Swallow Me (The Real You)","97"
"Destroy The Runner","Kate","F","14","Harrell","232.09751","paid","Lansing-East Lansing, MI","293","Mr. And Mrs. Cuckoldom","97"
"BjÃÂ¶rk","Kate","F","15","Harrell","348.57751","paid","Lansing-East Lansing, MI","293","Undo","97"
"Green Day","Kate","F","16","Harrell","213.02812","paid","Lansing-East Lansing, MI","293","Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version)","97"
"23 Skidoo","Kate","F","17","Harrell","236.56444","paid","Lansing-East Lansing, MI","293","S-Matrix (Part 1 - A Winter Ritual)","97"
"Thurston Moore","Kate","F","18","Harrell","139.98975","paid","Lansing-East Lansing, MI","293","Feathers","97"
"Irma Thomas","Kate","F","21","Harrell","180.50567","paid","Lansing-East Lansing, MI","293","Anyone Who Knows What Love Is (Will Understand)","97"
"Micatone","Kate","F","22","Harrell","379.68934","paid","Lansing-East Lansing, MI","293","Nomad","97"
"Jonathan Coulton","Kate","F","23","Harrell","182.7522","paid","Lansing-East Lansing, MI","293","Still Alive","97"
"Deftones","Kate","F","24","Harrell","321.98485","paid","Lansing-East Lansing, MI","293","The Chauffeur (Remastered Version)","97"
"Telepopmusik","Kate","F","25","Harrell","332.95628","paid","Lansing-East Lansing, MI","293","Love Can Damage Your Health","97"
"Monsters Of Folk","Kate","F","26","Harrell","307.01669","paid","Lansing-East Lansing, MI","293","Dear God (Sincerely M.O.F.)","97"
"The All-American Rejects","Kate","F","27","Harrell","220.00281","paid","Lansing-East Lansing, MI","293","Change Your Mind","97"
"Masta Killa","Kate","F","28","Harrell","195.70893","paid","Lansing-East Lansing, MI","293","Ringing Bells","97"
"Adelitas Way","Kate","F","29","Harrell","192.26077","paid","Lansing-East Lansing, MI","293","Invincible (WWE Superstars Theme Song) (Explicit)","97"
"Feral Children","Kate","F","30","Harrell","194.5073","paid","Lansing-East Lansing, MI","293","Saint","97"
"Fusebox","Kate","F","31","Harrell","246.04689","paid","Lansing-East Lansing, MI","293","My Everything (Lost In Worship Album Version)","97"
"3OH!3","Kate","F","32","Harrell","205.81832","paid","Lansing-East Lansing, MI","293","STILLAROUND [BIGMIX] (Bonus Version)","97"
"Radiohead","Kate","F","33","Harrell","129.56689","paid","Lansing-East Lansing, MI","293","Faust Arp","97"
"Jaci Velasquez","Kate","F","34","Harrell","200.95955","paid","Lansing-East Lansing, MI","293","Something (Album Version)","97"
"Fernando Ubiergo","Kate","F","35","Harrell","173.7922","paid","Lansing-East Lansing, MI","293","Yo Pienso En Ti","97"
"Air Supply","Rylan","M","0","George","361.24689","free","Birmingham-Hoover, AL","315","It's Never Too Late (Album Version)","16"
"Death Cab for Cutie","Kate","F","36","Harrell","229.66812","paid","Lansing-East Lansing, MI","293","Cath... (Album Version)","97"
"Eminem / Nate Dogg","Rylan","M","1","George","297.9522","free","Birmingham-Hoover, AL","315","'Till I Collapse","16"
"Philippe Rochard","Kate","F","37","Harrell","360.51546","paid","Lansing-East Lansing, MI","293","Crumpshit","97"
"Weezer","Kate","F","38","Harrell","199.94077","paid","Lansing-East Lansing, MI","293","Island In The Sun","97"
"Nando Reis","Kate","F","39","Harrell","254.6673","paid","Lansing-East Lansing, MI","293","A Letra ""A","97"
"Aborted","Kate","F","40","Harrell","267.78077","paid","Lansing-East Lansing, MI","293","Skullfuck Crescendo","97"
"Walter Beasley","Kate","F","41","Harrell","287.08526","paid","Lansing-East Lansing, MI","293","Killing Me Softly","97"
"Enigma","Kate","F","42","Harrell","262.71302","paid","Lansing-East Lansing, MI","293","Knocking On Forbidden Doors","97"
"Neil Diamond","Kate","F","43","Harrell","194.40281","paid","Lansing-East Lansing, MI","293","Song Sung Blue","97"
"Deftones","Kate","F","44","Harrell","307.3824","paid","Lansing-East Lansing, MI","293","If Only Tonight We Could Sleep (Remastered Version)","97"
"Gorillaz","Kate","F","45","Harrell","284.94322","paid","Lansing-East Lansing, MI","293","Double Bass","97"
"Will Young","Kate","F","46","Harrell","213.55057","paid","Lansing-East Lansing, MI","293","Leave Right Now","97"
"Guns N' Roses","Kate","F","47","Harrell","591.96036","paid","Lansing-East Lansing, MI","293","Estranged","97"
"Harmonia","Kate","F","48","Harrell","655.77751","paid","Lansing-East Lansing, MI","293","Sehr kosmisch","97"
"Alanis Morissette","Kate","F","49","Harrell","236.45995","paid","Lansing-East Lansing, MI","293","Ironic (Acoustic Album Version)","97"
"MichÃÂ¨le Arnaud","Kate","F","50","Harrell","105.50812","paid","Lansing-East Lansing, MI","293","Chanson Sur Une Seule Note Samba De Uma Nota So","97"
"Nicola Marchioro","Kate","F","51","Harrell","201.1424","paid","Lansing-East Lansing, MI","293","Lumidee","97"
"Pantera","Kate","F","53","Harrell","346.51383","paid","Lansing-East Lansing, MI","293","Cemetary Gates (LP Version)","97"
"Godsmack","Kate","F","54","Harrell","235.93751","paid","Lansing-East Lansing, MI","293","Speak","97"
"Gorillaz","Kate","F","55","Harrell","357.61587","paid","Lansing-East Lansing, MI","293","Clint Eastwood (Explicit)","97"
"Ray Barretto","Ryann","F","1","Smith","251.79383","free","Palestine, TX","91","Indestructible","92"
"Usher featuring will.i.am","Ryann","F","2","Smith","395.72853","free","Palestine, TX","91","OMG","92"
"Mates of State","Kate","F","56","Harrell","227.36934","paid","Lansing-East Lansing, MI","293","Parachutes (Funeral Song) (LP Version)","97"
"Angelo D'Onorio","Kate","F","57","Harrell","399.98649","paid","Lansing-East Lansing, MI","293","Ain't No One Like You","97"
"Silversun Pickups","Kate","F","58","Harrell","253.75302","paid","Lansing-East Lansing, MI","293","Panic Switch (UK edit)","97"
"Blink-182","Kate","F","59","Harrell","251.81995","paid","Lansing-East Lansing, MI","293","Always","97"
"Hank Penny","Kate","F","60","Harrell","145.34485","paid","Lansing-East Lansing, MI","293","No Muss No Fuss No Bother","97"
"Carrie Underwood","Kate","F","61","Harrell","225.20118","paid","Lansing-East Lansing, MI","293","So Small","97"
"Black Box","Kate","F","62","Harrell","312.99873","paid","Lansing-East Lansing, MI","293","Fantasy","97"
"Cloud Cult","Kate","F","63","Harrell","213.31546","paid","Lansing-East Lansing, MI","293","Running With the Wolves","97"
"Cartola","Kate","F","64","Harrell","188.65587","paid","Lansing-East Lansing, MI","293","Verde Que Te Quero Rosa","97"
"Octopus Project","Kate","F","66","Harrell","422.16444","paid","Lansing-East Lansing, MI","293","The Way Things Go","97"
"Peter Tosh","Kate","F","67","Harrell","267.49342","paid","Lansing-East Lansing, MI","293","Recruiting Soldiers (2002 Digital Remaster)","97"
"Alter Bridge","Kate","F","68","Harrell","286.35383","paid","Lansing-East Lansing, MI","293","Down To My Last","97"
"Two Door Cinema Club","Kate","F","69","Harrell","207.43791","paid","Lansing-East Lansing, MI","293","Costume Party","97"
"Ray LaMontagne","Kate","F","70","Harrell","236.59057","paid","Lansing-East Lansing, MI","293","Trouble (Album Version)","97"
"Lady GaGa","Kate","F","71","Harrell","169.87383","paid","Lansing-East Lansing, MI","293","Fashion","97"
"Colt Ford","Kate","F","72","Harrell","170.84036","paid","Lansing-East Lansing, MI","293","Huntin' The World","97"
"Tracy Byrd","Kate","F","73","Harrell","182.02077","paid","Lansing-East Lansing, MI","293","Watermelon Crawl","97"
"Brand New","Kate","F","74","Harrell","386.7424","paid","Lansing-East Lansing, MI","293","Noro","97"
"Creedence Clearwater Revival","Kate","F","75","Harrell","160.02567","paid","Lansing-East Lansing, MI","293","Have You Ever Seen The Rain","97"
"Earth_ Wind & Fire","Kate","F","76","Harrell","280.47628","paid","Lansing-East Lansing, MI","293","Pure Gold","97"
"Fleet Foxes","Tegan","F","0","Levine","208.03873","free","Portland-South Portland, ME","307","Tiger Mountain Peasant Song","80"
"be your own PET","Kate","F","77","Harrell","66.87302","paid","Lansing-East Lansing, MI","293","Food Fight!","97"
"The Killers","Kate","F","78","Harrell","220.89098","paid","Lansing-East Lansing, MI","293","When You Were Young","97"
"Roy Ayers","Tegan","F","1","Levine","240.90077","free","Portland-South Portland, ME","307","Searching","80"
"Rihanna","Kate","F","79","Harrell","229.04118","paid","Lansing-East Lansing, MI","293","Take A Bow","97"
"Andres Calamaro","Kate","F","80","Harrell","144.5873","paid","Lansing-East Lansing, MI","293","El Novio Del Olvido","97"
"Blue States","Kate","F","81","Harrell","299.2322","paid","Lansing-East Lansing, MI","293","Walkabout","97"
"The Black Keys","Kate","F","82","Harrell","161.85424","paid","Lansing-East Lansing, MI","293","Act Nice and Gentle","97"
"Staind","Kate","F","83","Harrell","291.65669","paid","Lansing-East Lansing, MI","293","Outside (Original LP Version)","97"
"James Taylor","Kate","F","84","Harrell","253.12608","paid","Lansing-East Lansing, MI","293","Sweet Baby James","97"
"Moby","Kate","F","85","Harrell","198.60853","paid","Lansing-East Lansing, MI","293","Time's Up (Dust Mix)","97"
"Girl Talk","Kate","F","86","Harrell","170.73587","paid","Lansing-East Lansing, MI","293","Hold up","97"
"Sean Kingston and Justin Bieber","Kate","F","87","Harrell","201.9522","paid","Lansing-East Lansing, MI","293","Eenie Meenie","97"
"Mitch Ryder & The Detroit Wheels","Tegan","F","65","Levine","205.03465","paid","Portland-South Portland, ME","992","Jenny Take A Ride (LP Version)","80"
"The Spill Canvas","Tegan","F","66","Levine","358.03383","paid","Portland-South Portland, ME","992","The TIde (LP Version)","80"
"Mogwai","Tegan","F","67","Levine","571.19302","paid","Portland-South Portland, ME","992","Two Rights Make One Wrong","80"
"Spor","Tegan","F","68","Levine","380.3424","paid","Portland-South Portland, ME","992","Way Of The Samurai","80"
"DJ Dizzy","Tegan","F","69","Levine","221.1522","paid","Portland-South Portland, ME","992","Sexy Bitch","80"
"Erik Hassle","Tegan","F","70","Levine","183.43138","paid","Portland-South Portland, ME","992","Hurtful","80"
"Phoenix","Ryann","F","2","Smith","207.15057","free","Palestine, TX","964","Holdin' On Together","92"
"Arctic Monkeys","Ryann","F","3","Smith","175.43791","free","Palestine, TX","964","Mardy Bum","92"
"tobyMac","Braden","M","0","Parker","229.69424","free","Youngstown-Warren-Boardman, OH-PA","801","Burn For You","74"
"Jadakiss / Swizz Beatz / OJ Da Juiceman","Martin","M","1","Johnson","191.84281","free","Minneapolis-St. Paul-Bloomington, MN-WI","996","Who's Real","55"
"Florence + The Machine","Tucker","M","0","Garrison","219.66322","free","Oxnard-Thousand Oaks-Ventura, CA","976","Dog Days Are Over (Radio Edit)","40"
"The White Stripes","Tucker","M","1","Garrison","160.31302","free","Oxnard-Thousand Oaks-Ventura, CA","976","Blue Orchid","40"
"Plus One","Emily","F","0","Benson","231.8624","paid","Augusta-Richmond County, GA-SC","887","You (w/o Organ Version)","58"
"Counting Crows","Emily","F","1","Benson","272.79628","paid","Augusta-Richmond County, GA-SC","887","Mr. Jones","58"
"Pickin' On Series","Wyatt","M","0","Scott","199.41832","free","Eureka-Arcata-Fortuna, CA","922","A Different City","9"
"Eminem","Emily","F","2","Benson","320.83546","paid","Augusta-Richmond County, GA-SC","887","Hailie's Song","58"
"Heart","Wyatt","M","1","Scott","270.18404","free","Eureka-Arcata-Fortuna, CA","922","Wild Child","9"
"Sergio Dalma","Emily","F","3","Benson","269.45261","paid","Augusta-Richmond County, GA-SC","887","La Vida Pasa","58"
"AFI","Wyatt","M","6","Scott","256.86159","free","Eureka-Arcata-Fortuna, CA","922","The Interview","9"
"Four Year Strong","Emily","F","4","Benson","199.88853","paid","Augusta-Richmond County, GA-SC","887","This Body Pays The Bill$","58"
"Two Door Cinema Club","Emily","F","5","Benson","168.09751","paid","Augusta-Richmond County, GA-SC","887","Undercover Martyn","58"
"Jim Brickman;Herb Alpert;Bruce Upchurch","Emily","F","6","Benson","199.54893","paid","Augusta-Richmond County, GA-SC","887","Rendezvous","58"
"Dominique A","Emily","F","7","Benson","153.20771","paid","Augusta-Richmond County, GA-SC","887","Le Courage Des Oiseaux","58"
"Pure Ecstasy","Emily","F","8","Benson","238.94159","paid","Augusta-Richmond County, GA-SC","887","Voices","58"
"Juanes","Emily","F","10","Benson","211.77424","paid","Augusta-Richmond County, GA-SC","887","Bailala","58"
"Fountains Of Wayne","Emily","F","11","Benson","197.40689","paid","Augusta-Richmond County, GA-SC","887","Stacy's Mom","58"
"Beastie Boys","Emily","F","12","Benson","211.722","paid","Augusta-Richmond County, GA-SC","887","Unite (2009 Digital Remaster)","58"
"The Black Keys","Emily","F","13","Benson","211.01669","paid","Augusta-Richmond County, GA-SC","887","Tighten Up","58"
"LMFAO","Emily","F","14","Benson","183.74485","paid","Augusta-Richmond County, GA-SC","887","Yes","58"
"David Bowie","Emily","F","15","Benson","174.41914","paid","Augusta-Richmond County, GA-SC","887","Sorrow (1997 Digital Remaster)","58"
"Ben Folds","Emily","F","16","Benson","254.17098","paid","Augusta-Richmond County, GA-SC","887","The Ascent Of Stan","58"
"Kate Voegele","Emily","F","17","Benson","222.64118","paid","Augusta-Richmond County, GA-SC","887","One Way Or Another","58"
"Relient K","Emily","F","18","Benson","238.94159","paid","Augusta-Richmond County, GA-SC","887","Jefferson Aeroplane [Demo]","58"
"Someone Still Loves You Boris Yeltsin","Emily","F","19","Benson","97.35791","paid","Augusta-Richmond County, GA-SC","887","Yr Broom (Cd)","58"
"Luis Miguel","Emily","F","20","Benson","256.13016","paid","Augusta-Richmond County, GA-SC","887","Suena (""Some Day"" end title song ""The Hunchback of Notre Dame"")","58"
"Efecto Mariposa","Emily","F","21","Benson","254.37995","paid","Augusta-Richmond County, GA-SC","887","Por quererte","58"
"Dif Juz","Emily","F","22","Benson","219.16689","paid","Augusta-Richmond County, GA-SC","887","A Starting Point","58"
"Jaci Velasquez","Emily","F","25","Benson","200.95955","paid","Augusta-Richmond County, GA-SC","887","Something (Album Version)","58"
"The Methadones","Emily","F","26","Benson","206.39302","paid","Augusta-Richmond County, GA-SC","887","Falling Forward","58"
"SKOLD vs. KMFDM","Emily","F","27","Benson","254.4322","paid","Augusta-Richmond County, GA-SC","887","It's Not What","58"
"Leatherface","Emily","F","28","Benson","221.09995","paid","Augusta-Richmond County, GA-SC","887","Broken","58"
"Scooter","Emily","F","29","Benson","342.04689","paid","Augusta-Richmond County, GA-SC","887","Suavemente","58"
"Kat DeLuna featuring Busta Rhymes","Emily","F","31","Benson","213.13261","paid","Augusta-Richmond County, GA-SC","887","Run The Show (featuring Busta Rhymes)","58"
"Boys Like Girls","Emily","F","32","Benson","232.22812","paid","Augusta-Richmond County, GA-SC","887","Hero/Heroine","58"
"Amy Winehouse","Emily","F","33","Benson","172.82567","paid","Augusta-Richmond County, GA-SC","887","Monkey Man","58"
"Bebe And Cece Winans","Emily","F","34","Benson","281.59955","paid","Augusta-Richmond County, GA-SC","887","I.O.U. Me","58"
"Metric","Avery","F","1","Martinez","171.25832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Gimme Sympathy","82"
"Coldplay","Emily","F","35","Benson","268.38159","paid","Augusta-Richmond County, GA-SC","887","Yellow","58"
"Metallica","Avery","F","2","Martinez","505.52118","paid","Atlanta-Sandy Springs-Roswell, GA","140","Some Kind Of Monster","82"
"Ok Go","Emily","F","36","Benson","230.29506","paid","Augusta-Richmond County, GA-SC","887","There's A Fire","58"
"Die Mooskirchner","Emily","F","37","Benson","166.922","paid","Augusta-Richmond County, GA-SC","887","Reisende Freunde","58"
"Method Man","Avery","F","3","Martinez","229.53751","paid","Atlanta-Sandy Springs-Roswell, GA","140","Say","82"
"Deadmau5","Emily","F","38","Benson","463.04608","paid","Augusta-Richmond County, GA-SC","887","Slip","58"
"ZZ Top","Avery","F","4","Martinez","354.29832","paid","Atlanta-Sandy Springs-Roswell, GA","140","Tush","82"
"Stone Temple Pilots","Ava","F","0","Robinson","310.25587","free","New Haven-Milford, CT","988","Dead & Bloated (LP Version)","50"
"Jazzamor","Emily","F","40","Benson","195.5522","paid","Augusta-Richmond County, GA-SC","887","cherish (the night_ the life_ the moon)","58"
"The Cranberries","Avery","F","5","Martinez","141.50485","paid","Atlanta-Sandy Springs-Roswell, GA","140","Carry On","82"
"Joe Nichols","Emily","F","41","Benson","232.14975","paid","Augusta-Richmond County, GA-SC","887","Brokenheartsville","58"
